file_name,QuestionText,answer,confidence
kettle-watergong4.wav,What is the object being struck?,drum,Yes
kettle-watergong4.wav,What is the object being struck?,drum,Yes
kettle-watergong4.wav,What is the object being struck?,metal,Maybe
open and close umbrella.wav,What object is making the sounds?,stapler,Maybe
open and close umbrella.wav,What object is making the sounds?,stapler,Maybe
open and close umbrella.wav,What object is making the sounds?,stapler,Maybe
SYnth_NoisesAV.wav,What is making the noise?,synthesizer,Maybe
SYnth_NoisesAV.wav,What is making the noise?,synthesizer,Yes
SYnth_NoisesAV.wav,What is making the noise?,synthesizer,Maybe
San Francisco Traffic at Powell And O&#39;Farrell.wav,What type of vehicle is driving by?,motorcycle,Maybe
San Francisco Traffic at Powell And O&#39;Farrell.wav,What type of vehicle is driving by?,motorcycle,Maybe
San Francisco Traffic at Powell And O&#39;Farrell.wav,What type of vehicle is driving by?,car,Maybe
April_2004_garden_birds01.wav,What can be faintly heard thoroughly besides the chirping?,traffic,Maybe
April_2004_garden_birds01.wav,What can be faintly heard thoroughly besides the chirping?,bird,Maybe
April_2004_garden_birds01.wav,What can be faintly heard thoroughly besides the chirping?,motorcycle,No
April_2004_garden_birds01.wav,What is the bird doing?,chirping,Yes
April_2004_garden_birds01.wav,What is the bird doing?,chirping,Yes
April_2004_garden_birds01.wav,What is the bird doing?,chirping,Maybe
bamboo_wind_chimes_1.wav,What class of instrument is this?,drum,Yes
bamboo_wind_chimes_1.wav,What class of instrument is this?,drum,Maybe
bamboo_wind_chimes_1.wav,What class of instrument is this?,music,Yes
Cat and Rain.wav,What animal is making noise?,cat,Yes
Cat and Rain.wav,What animal is making noise?,cat,Yes
Cat and Rain.wav,What animal is making noise?,cat,Yes
Cat and Rain.wav,What kind of animal is nearby?,cat,Yes
Cat and Rain.wav,What kind of animal is nearby?,cat,Yes
Cat and Rain.wav,What kind of animal is nearby?,cat,Yes
md4trk7.wav,What is causing the squealing noise?,machine,Yes
md4trk7.wav,What is causing the squealing noise?,belt,Yes
md4trk7.wav,What is causing the squealing noise?,motor,Maybe
by a busy road background.wav,What kind of machinery is making the noise?,engine,Maybe
by a busy road background.wav,What kind of machinery is making the noise?,plane,Maybe
by a busy road background.wav,What kind of machinery is making the noise?,tractor,Maybe
DH12_139_CentStat11_out.wav,What is the gender of the recorded voice?,female,Yes
DH12_139_CentStat11_out.wav,What is the gender of the recorded voice?,female,Yes
DH12_139_CentStat11_out.wav,What is the gender of the recorded voice?,announcer,Yes
stream5.wav,what is flowing?,water,Yes
stream5.wav,what is flowing?,water,Yes
stream5.wav,what is flowing?,water,Yes
stream5.wav,What is the water doing?,flowing,Yes
stream5.wav,What is the water doing?,pouring,Yes
stream5.wav,What is the water doing?,flowing,Maybe
Steady Rain.wav,What is the rain hitting outside?,bucket,Maybe
Steady Rain.wav,What is the rain hitting outside?,car,Maybe
Steady Rain.wav,What is the rain hitting outside?,roof,Maybe
resonant_sewer.wav,What is it that is falling into a puddle?,rain,Yes
resonant_sewer.wav,What is it that is falling into a puddle?,water,Maybe
resonant_sewer.wav,What is it that is falling into a puddle?,water,Yes
resonant_sewer.wav,What is likely producing the sound of the flowing substance?,water,Maybe
resonant_sewer.wav,What is likely producing the sound of the flowing substance?,faucet,Yes
resonant_sewer.wav,What is likely producing the sound of the flowing substance?,water,Yes
d0_drips_03.wav,What is clanking?,tin,No
d0_drips_03.wav,What is clanking?,pencil,No
d0_drips_03.wav,What is clanking?,water,Maybe
d0_drips_03.wav,What is dripping?,liquid,Maybe
d0_drips_03.wav,What is dripping?,water,Yes
d0_drips_03.wav,What is dripping?,water,Maybe
Newark airport outside.wav,What are the people doing?,talking,Yes
Newark airport outside.wav,What are the people doing?,listening,Maybe
Newark airport outside.wav,What are the people doing?,talking,Maybe
heavy industrial door opens 110419_01.wav,What is the object doing?,vibrating,Yes
heavy industrial door opens 110419_01.wav,What is the object doing?,humming,Yes
heavy industrial door opens 110419_01.wav,What is the object doing?,bus,Maybe
heavy industrial door opens 110419_01.wav,What kind of machine is making that noise?,heater,Yes
heavy industrial door opens 110419_01.wav,What kind of machine is making that noise?,industrial,Maybe
heavy industrial door opens 110419_01.wav,What kind of machine is making that noise?,printing,No
"Gibraltar Mountain (apes, birds).wav",what kind of birds are making noise?,crow,Yes
"Gibraltar Mountain (apes, birds).wav",what kind of birds are making noise?,chirping,Maybe
"Gibraltar Mountain (apes, birds).wav",what kind of birds are making noise?,ducks,Maybe
in_cafe_4.wav,What are the people doing?,talking,Yes
in_cafe_4.wav,What are the people doing?,talking,Yes
in_cafe_4.wav,What are the people doing?,eating,Maybe
in_cafe_4.wav,What is making the sharp noises in the background?,utensils,Yes
in_cafe_4.wav,What is making the sharp noises in the background?,dishes,Maybe
in_cafe_4.wav,What is making the sharp noises in the background?,whispering,Yes
turtledove sounds.wav,What animal is making this sound?,dove,Maybe
turtledove sounds.wav,What animal is making this sound?,birds,Yes
turtledove sounds.wav,What animal is making this sound?,pigeon,Yes
turtledove sounds.wav,What is the owl doing?,singing,Yes
turtledove sounds.wav,What is the owl doing?,singing,Yes
turtledove sounds.wav,What is the owl doing?,singing,Yes
belladonna.wav,what are the chimes doing?,clanging,Yes
belladonna.wav,what are the chimes doing?,chiming,Yes
belladonna.wav,what are the chimes doing?,ringing,Yes
forest04.wav,What sort of animal is making the noises?,birds,Yes
forest04.wav,What sort of animal is making the noises?,birds,Yes
forest04.wav,What sort of animal is making the noises?,birds,Yes
footstep on wood foley.wav,What is the person walking up?,stairs,Yes
footstep on wood foley.wav,What is the person walking up?,stairs,Yes
footstep on wood foley.wav,What is the person walking up?,stairs,Yes
inside a japanese bus.wav,What is the person doing with the plastic?,crinkling,Maybe
inside a japanese bus.wav,What is the person doing with the plastic?,wrapping,No
inside a japanese bus.wav,What is the person doing with the plastic?,opening,Maybe
Waterfalls_00217.wav,What is flowing?,water,Yes
Waterfalls_00217.wav,What is flowing?,water,Yes
Waterfalls_00217.wav,What is flowing?,rain,Yes
Waterfalls_00217.wav,What is the name of the stream?,rapid,No
Waterfalls_00217.wav,What is the name of the stream?,waterfall,No
Waterfalls_00217.wav,What is the name of the stream?,unknown,Maybe
Omni_Ambiental_PublicKitchen.wav,What noises are in the background?,door,Maybe
Omni_Ambiental_PublicKitchen.wav,What noises are in the background?,people,Yes
Omni_Ambiental_PublicKitchen.wav,What noises are in the background?,walking,Maybe
Omni_Ambiental_PublicKitchen.wav,What sport is being played?,unknown,No
Omni_Ambiental_PublicKitchen.wav,What sport is being played?,pingpong,Maybe
Omni_Ambiental_PublicKitchen.wav,What sport is being played?,pingpong,Maybe
Anchor Chain.wav,What is the material made of?,iron,Maybe
Anchor Chain.wav,What is the material made of?,steel,Maybe
Anchor Chain.wav,What is the material made of?,metal,Yes
Birds and ducks -Delta del Llobregat.wav,What insect can be heard chirping?,cricket,Maybe
Birds and ducks -Delta del Llobregat.wav,What insect can be heard chirping?,fly,Yes
Birds and ducks -Delta del Llobregat.wav,What insect can be heard chirping?,cricket,Yes
Tallarol capnegre.wav,What type of insect is making this noise ?,cricket,Maybe
Tallarol capnegre.wav,What type of insect is making this noise ?,cricket,No
Tallarol capnegre.wav,What type of insect is making this noise ?,locust,Maybe
Davis 1.wav,What are people doing in the distance?,walking,Maybe
Davis 1.wav,What are people doing in the distance?,arguing,Maybe
Davis 1.wav,What are people doing in the distance?,talking,Yes
Davis 1.wav,What kind of animal is in the area?,elephant,Maybe
Davis 1.wav,What kind of animal is in the area?,fish,Maybe
Davis 1.wav,What kind of animal is in the area?,dog,No
Bathtub_with_Foam.wav,What is going down the tank?,water,Maybe
Bathtub_with_Foam.wav,What is going down the tank?,water,Yes
Bathtub_with_Foam.wav,What is going down the tank?,water,Yes
Bathtub_with_Foam.wav,What object is making this sound?,water,Yes
Bathtub_with_Foam.wav,What object is making this sound?,water,Yes
Bathtub_with_Foam.wav,What object is making this sound?,toilet,Yes
Car Engine 1.wav,What is moving the thing with wheels?,engine,Maybe
Car Engine 1.wav,What is moving the thing with wheels?,speaker,Yes
Car Engine 1.wav,What is moving the thing with wheels?,truck,Yes
Car Engine 1.wav,What type of vehicle is making the loud noise?,car,Maybe
Car Engine 1.wav,What type of vehicle is making the loud noise?,truck,Maybe
Car Engine 1.wav,What type of vehicle is making the loud noise?,truck,Maybe
Sink and Water.wav,What is the water doing?,running,Yes
Sink and Water.wav,What is the water doing?,flowing,Yes
Sink and Water.wav,What is the water doing?,running,Yes
RowanMagennis_160019_SD100_CrumplingTinFoil.wav,What is the item that is rustling like paper?,metal,Yes
RowanMagennis_160019_SD100_CrumplingTinFoil.wav,What is the item that is rustling like paper?,metal,Maybe
RowanMagennis_160019_SD100_CrumplingTinFoil.wav,What is the item that is rustling like paper?,dryer,Maybe
RowanMagennis_160019_SD100_CrumplingTinFoil.wav,What is the person handling the aluminum foil doing?,crinkling,Yes
RowanMagennis_160019_SD100_CrumplingTinFoil.wav,What is the person handling the aluminum foil doing?,crushing,Maybe
RowanMagennis_160019_SD100_CrumplingTinFoil.wav,What is the person handling the aluminum foil doing?,he,Yes
heavy old keys working on door lock.wav,What item is the person moving back and forth?,rake,Maybe
heavy old keys working on door lock.wav,What item is the person moving back and forth?,books,No
heavy old keys working on door lock.wav,What item is the person moving back and forth?,object,Maybe
Rain hitting window.wav,What microwaved food does the clustered nature this sound remind one of?,popcorn,Yes
Rain hitting window.wav,What microwaved food does the clustered nature this sound remind one of?,popcorn,Yes
Rain hitting window.wav,What microwaved food does the clustered nature this sound remind one of?,popcorn,Maybe
Rain on open window.wav,What is the rain falling on?,wood,Yes
Rain on open window.wav,What is the rain falling on?,roof,No
Rain on open window.wav,What is the rain falling on?,tarp,Maybe
Rain on open window.wav,What is the weather like?,summer,Maybe
Rain on open window.wav,What is the weather like?,air,Yes
Rain on open window.wav,What is the weather like?,rainy,Yes
Squeak Finger on Glass.wav,What is being washed?,dog,Yes
Squeak Finger on Glass.wav,What is being washed?,window,Maybe
Squeak Finger on Glass.wav,What is being washed?,window,Yes
Squeak Finger on Glass.wav,What is the thing that is being rubbed likely made out of?,interested,Yes
Squeak Finger on Glass.wav,What is the thing that is being rubbed likely made out of?,glass,Yes
Squeak Finger on Glass.wav,What is the thing that is being rubbed likely made out of?,rubber,Maybe
Glass bag drops.wav,What is the distance of the glass shattering?,close,Yes
Glass bag drops.wav,What is the distance of the glass shattering?,close,Yes
Glass bag drops.wav,What is the distance of the glass shattering?,close,Maybe
cooking pasta.wav,What can be heard?,rain,Maybe
cooking pasta.wav,What can be heard?,water,Maybe
cooking pasta.wav,What can be heard?,rainy,Yes
cooking pasta.wav,What is the liquid doing?,bubbling,Maybe
cooking pasta.wav,What is the liquid doing?,water,Yes
cooking pasta.wav,What is the liquid doing?,bubbling,Yes
buzzing stinging.wav,What animal is buzzing?,insect,Yes
buzzing stinging.wav,What animal is buzzing?,bee,Yes
buzzing stinging.wav,What animal is buzzing?,fly,Yes
buzzing stinging.wav,What is the loudest sound in this recording?,buzzing,Yes
buzzing stinging.wav,What is the loudest sound in this recording?,buzzing,Yes
buzzing stinging.wav,What is the loudest sound in this recording?,bee,Yes
City Bus.wav,What kind of vehicle is blowing its horn in the distance?,truck,Maybe
City Bus.wav,What kind of vehicle is blowing its horn in the distance?,ship,Maybe
City Bus.wav,What kind of vehicle is blowing its horn in the distance?,train,Yes
Pouring Into Glass.wav,What is the water being poured into?,jar,Maybe
Pouring Into Glass.wav,What is the water being poured into?,tap,Maybe
Pouring Into Glass.wav,What is the water being poured into?,cup,Yes
Rumpling_Paper_01.wav,What is the person doing with the papers?,crinkling,Yes
Rumpling_Paper_01.wav,What is the person doing with the papers?,folding,Maybe
Rumpling_Paper_01.wav,What is the person doing with the papers?,moving,Maybe
Rumpling_Paper_01.wav,What is the person touching?,paper,Maybe
Rumpling_Paper_01.wav,What is the person touching?,paper,Maybe
Rumpling_Paper_01.wav,What is the person touching?,bubblewrap,Maybe
kipgeluid.wav,What are the chickens moving on ?,hay,Yes
kipgeluid.wav,What are the chickens moving on ?,hay,Yes
kipgeluid.wav,What are the chickens moving on ?,straw,Maybe
Water Boiling in Small Pot_1-2.wav,What is the precipitation that produces the noise composed of?,rain,Yes
Water Boiling in Small Pot_1-2.wav,What is the precipitation that produces the noise composed of?,water,Yes
Water Boiling in Small Pot_1-2.wav,What is the precipitation that produces the noise composed of?,rain,Yes
Water Boiling in Small Pot_1-2.wav,What type of precipitation is it?,rain,Yes
Water Boiling in Small Pot_1-2.wav,What type of precipitation is it?,rain,Yes
Water Boiling in Small Pot_1-2.wav,What type of precipitation is it?,rain,Yes
affected_population.wav,What electrical device is giving out sound?,radio,No
affected_population.wav,What electrical device is giving out sound?,speaker,Yes
affected_population.wav,What electrical device is giving out sound?,television,Yes
Birds Chirping ME.A1.wav,What is the water doing?,running,Yes
Birds Chirping ME.A1.wav,What is the water doing?,flowing,Yes
Birds Chirping ME.A1.wav,What is the water doing?,running,Yes
Sheep BAAAH.wav,what animal makes the sound?,sheep,Yes
Sheep BAAAH.wav,what animal makes the sound?,sheep,Yes
Sheep BAAAH.wav,what animal makes the sound?,sheep,Yes
Sheep BAAAH.wav,What is the non living object creating sound?,sheep,Maybe
Sheep BAAAH.wav,What is the non living object creating sound?,bell,Yes
Sheep BAAAH.wav,What is the non living object creating sound?,wind,Maybe
Olive Oil.wav,What is the liquid being held in?,jar,Maybe
Olive Oil.wav,What is the liquid being held in?,jar,Yes
Olive Oil.wav,What is the liquid being held in?,water,Yes
Garden ambience.wav,What animal is chirping?,bird,Yes
Garden ambience.wav,What animal is chirping?,bird,Yes
Garden ambience.wav,What animal is chirping?,bird,Maybe
Garden ambience.wav,What instrument is being played in the background?,drums,Maybe
Garden ambience.wav,What instrument is being played in the background?,drum,Yes
Garden ambience.wav,What instrument is being played in the background?,none,Maybe
20100418.marshes.storm.01.wav,What is chirping?,birds,Yes
20100418.marshes.storm.01.wav,What is chirping?,birds,Yes
20100418.marshes.storm.01.wav,What is chirping?,birds,Yes
20100418.marshes.storm.01.wav,What is crowing?,rooster,Yes
20100418.marshes.storm.01.wav,What is crowing?,rooster,Yes
20100418.marshes.storm.01.wav,What is crowing?,rooster,Yes
wiping_wet_paper.wav,What is the object being used to clean?,brush,Yes
wiping_wet_paper.wav,What is the object being used to clean?,brush,Yes
wiping_wet_paper.wav,What is the object being used to clean?,broom,Maybe
wiping_wet_paper.wav,What mammal is making this sound?,human,Maybe
wiping_wet_paper.wav,What mammal is making this sound?,man,Yes
wiping_wet_paper.wav,What mammal is making this sound?,human,Yes
Birds&amp;Wind.wav,What is the source of this sound?,air,Yes
Birds&amp;Wind.wav,What is the source of this sound?,birds,Maybe
Birds&amp;Wind.wav,What is the source of this sound?,forest,Yes
FlushToilet.wav,What is being flushed?,toilet,Yes
FlushToilet.wav,What is being flushed?,toilet,Yes
FlushToilet.wav,What is being flushed?,toilet,Yes
Lassen.wav,What is making the noise?,rainy,Yes
Lassen.wav,What is making the noise?,welding,Maybe
Lassen.wav,What is making the noise?,door,Maybe
Lassen.wav,What loud noise can be heard in the background?,fly,No
Lassen.wav,What loud noise can be heard in the background?,static,Maybe
Lassen.wav,What loud noise can be heard in the background?,static,Yes
WinterWren1.wav,What animal is making noise?,bird,Yes
WinterWren1.wav,What animal is making noise?,bird,Yes
WinterWren1.wav,What animal is making noise?,bird,Yes
Ronda - The Old Shrine - La antigua Ermita.wav,what are the birds doing?,completion,Yes
Ronda - The Old Shrine - La antigua Ermita.wav,what are the birds doing?,sounds,Maybe
Ronda - The Old Shrine - La antigua Ermita.wav,what are the birds doing?,chirping,Yes
Ronda - The Old Shrine - La antigua Ermita.wav,What is the purpose for the noises the birds are making?,meeting,Maybe
Ronda - The Old Shrine - La antigua Ermita.wav,What is the purpose for the noises the birds are making?,meeting,Maybe
Ronda - The Old Shrine - La antigua Ermita.wav,What is the purpose for the noises the birds are making?,useful,Yes
container port 01.wav,What human activity is being done in this clip?,shooting,Maybe
container port 01.wav,What human activity is being done in this clip?,working,Maybe
container port 01.wav,What human activity is being done in this clip?,working,Maybe
PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,what is the car doing?,driving,Yes
PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,what is the car doing?,driving,Maybe
PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,what is the car doing?,accelerating,No
PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,What sounds like its running?,engine,Yes
PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,What sounds like its running?,engine,Yes
PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,What sounds like its running?,bike,Yes
two noise generators 02.wav,what does the electronic device keep doing?,crinkling,Yes
two noise generators 02.wav,what does the electronic device keep doing?,crinkling,Yes
two noise generators 02.wav,what does the electronic device keep doing?,changing,No
two noise generators 02.wav,What kind of noise is the electronic making?,static,Yes
two noise generators 02.wav,What kind of noise is the electronic making?,scraping,Yes
two noise generators 02.wav,What kind of noise is the electronic making?,static,Yes
rollingthunder01.wav,What is the deep bass sound called?,bass,Maybe
rollingthunder01.wav,What is the deep bass sound called?,thunder,Yes
rollingthunder01.wav,What is the deep bass sound called?,thunder,Maybe
rollingthunder01.wav,What is the sound of the rumbling coming from?,wind,Maybe
rollingthunder01.wav,What is the sound of the rumbling coming from?,thunder,Yes
rollingthunder01.wav,What is the sound of the rumbling coming from?,thunder,Yes
water puddle.wav,What is the liquid doing?,dripping,Yes
water puddle.wav,What is the liquid doing?,splashing,Yes
water puddle.wav,What is the liquid doing?,water,Maybe
water puddle.wav,What is the pacing of the sound?,fast,Yes
water puddle.wav,What is the pacing of the sound?,instrument,Yes
water puddle.wav,What is the pacing of the sound?,fast,Yes
Rattly metal elevator [binaural recording].wav,What is being manuevered?,cleaning,Maybe
Rattly metal elevator [binaural recording].wav,What is being manuevered?,truck,Maybe
Rattly metal elevator [binaural recording].wav,What is being manuevered?,wheelbarrow,Maybe
Rattly metal elevator [binaural recording].wav,What piece of machinery is being operated?,elevator,Maybe
Rattly metal elevator [binaural recording].wav,What piece of machinery is being operated?,dryer,Maybe
Rattly metal elevator [binaural recording].wav,What piece of machinery is being operated?,washer,No
Pig - Multiple Snorts 6 (2 pigs) - 96kHz.wav,What animal is making this noise?,pig,Yes
Pig - Multiple Snorts 6 (2 pigs) - 96kHz.wav,What animal is making this noise?,pig,Maybe
Pig - Multiple Snorts 6 (2 pigs) - 96kHz.wav,What animal is making this noise?,pig,Yes
Pig - Multiple Snorts 6 (2 pigs) - 96kHz.wav,What sound can be heard?,pig,Maybe
Pig - Multiple Snorts 6 (2 pigs) - 96kHz.wav,What sound can be heard?,pig,Yes
Pig - Multiple Snorts 6 (2 pigs) - 96kHz.wav,What sound can be heard?,pig,Maybe
tiny raindrops under an umbrella.wav,What is being used as fuel for the fire?,gasoline,Maybe
tiny raindrops under an umbrella.wav,What is being used as fuel for the fire?,wood,Yes
tiny raindrops under an umbrella.wav,What is being used as fuel for the fire?,wood,Maybe
tiny raindrops under an umbrella.wav,What is making the crackling noise?,fire,Maybe
tiny raindrops under an umbrella.wav,What is making the crackling noise?,vehicle,Yes
tiny raindrops under an umbrella.wav,What is making the crackling noise?,wood,Yes
Traffic on a Busy Street.wav,What type of vehicle is making the double tapping noise?,car,Maybe
Traffic on a Busy Street.wav,What type of vehicle is making the double tapping noise?,car,No
Traffic on a Busy Street.wav,What type of vehicle is making the double tapping noise?,train,Maybe
Vartiosaari_woodland.wav,What animal is making this noise ?,bird,Yes
Vartiosaari_woodland.wav,What animal is making this noise ?,bird,Yes
Vartiosaari_woodland.wav,What animal is making this noise ?,birds,Yes
Vartiosaari_woodland.wav,What do these creatures lay?,eggs,Yes
Vartiosaari_woodland.wav,What do these creatures lay?,eggs,Yes
Vartiosaari_woodland.wav,What do these creatures lay?,egg,Maybe
Study light riffles.wav,What is being used to crank over the teeth?,tool,Maybe
Study light riffles.wav,What is being used to crank over the teeth?,object,Maybe
Study light riffles.wav,What is being used to crank over the teeth?,wrench,Yes
Study light riffles.wav,What tool is being wound up?,tool,No
Study light riffles.wav,What tool is being wound up?,mower,Yes
Study light riffles.wav,What tool is being wound up?,wrench,Maybe
20091212.motorcycle.wav,What kind of animal can be heard?,bird,Yes
20091212.motorcycle.wav,What kind of animal can be heard?,none,Maybe
20091212.motorcycle.wav,What kind of animal can be heard?,bird,Yes
Faucet Running.wav,What is making the grinding noise?,tool,Maybe
Faucet Running.wav,What is making the grinding noise?,flowing,Yes
Faucet Running.wav,What is making the grinding noise?,faucet,Maybe
uguisbari.wav,What type of flooring is the person walking on?,tile,Maybe
uguisbari.wav,What type of flooring is the person walking on?,tile,Maybe
uguisbari.wav,What type of flooring is the person walking on?,wood,Yes
CuttingOnion.wav,What is the person keep doing?,chopping,Maybe
CuttingOnion.wav,What is the person keep doing?,chopping,Yes
CuttingOnion.wav,What is the person keep doing?,chopping,Maybe
CuttingOnion.wav,What item is the person using?,knife,Yes
CuttingOnion.wav,What item is the person using?,knife,Maybe
CuttingOnion.wav,What item is the person using?,chopping,Yes
button_drop.wav,What is the person doing to the objects making the noise?,throwing,Yes
button_drop.wav,What is the person doing to the objects making the noise?,throwing,Yes
button_drop.wav,What is the person doing to the objects making the noise?,ball,Yes
gasp after a run.wav,What animal can be heard behind person breathing?,bird,Yes
gasp after a run.wav,What animal can be heard behind person breathing?,birds,No
gasp after a run.wav,What animal can be heard behind person breathing?,dog,No
gasp after a run.wav,What is the person doing?,breathing,Yes
gasp after a run.wav,What is the person doing?,breathing,Yes
gasp after a run.wav,What is the person doing?,breathing,Yes
thunder04.wav,What kind of storm is being heard?,thunderstorm,Yes
thunder04.wav,What kind of storm is being heard?,thunder,Yes
thunder04.wav,What kind of storm is being heard?,thunderstorm,Yes
Rio Cadi.wav,What kind of animal is calling out in the distance?,rat,No
Rio Cadi.wav,What kind of animal is calling out in the distance?,none,No
Rio Cadi.wav,What kind of animal is calling out in the distance?,bird,No
Gurgling.wav,What is being poured?,water,No
Gurgling.wav,What is being poured?,bike,Maybe
Gurgling.wav,What is being poured?,water,Yes
Gurgling.wav,What is the liquid doing?,cooking,Maybe
Gurgling.wav,What is the liquid doing?,draining,Yes
Gurgling.wav,What is the liquid doing?,boiling,Maybe
LoneCricketInFallBasement.wav,What creature is chirping?,cricket,Yes
LoneCricketInFallBasement.wav,What creature is chirping?,insect,Yes
LoneCricketInFallBasement.wav,What creature is chirping?,cricket,Yes
Smashing guitars.wav,What is being tested?,loudspeaker,Yes
Smashing guitars.wav,What is being tested?,signal,No
Smashing guitars.wav,What is being tested?,radio,Maybe
Smashing guitars.wav,What noise is that?,loudspeaker,Yes
Smashing guitars.wav,What noise is that?,train,Yes
Smashing guitars.wav,What noise is that?,welding,Yes
granularm.wav,What does this sound do at the end of the clip?,fades,Yes
granularm.wav,What does this sound do at the end of the clip?,fades,Yes
granularm.wav,What does this sound do at the end of the clip?,fades,Yes
ice rattle.wav,What new sound can be heard at the end of the clip?,stirring,Yes
ice rattle.wav,What new sound can be heard at the end of the clip?,pouring,Yes
